,condition,correct,correct_response,exp_stage,key_press,possible_responses,rt,stim_color,stim_word,trial_type,worker_id
stroop_190_223,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",1353,red,red,poldrack-categorize,s489
stroop_190_225,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",815,blue,red,poldrack-categorize,s489
stroop_190_227,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",1046,red,red,poldrack-categorize,s489
stroop_190_229,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1114,green,blue,poldrack-categorize,s489
stroop_190_231,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",688,green,green,poldrack-categorize,s489
stroop_190_233,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",881,red,green,poldrack-categorize,s489
stroop_190_235,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",927,blue,red,poldrack-categorize,s489
stroop_190_237,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1130,green,red,poldrack-categorize,s489
stroop_190_239,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1149,green,blue,poldrack-categorize,s489
stroop_190_241,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",825,green,green,poldrack-categorize,s489
stroop_190_243,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",803,blue,red,poldrack-categorize,s489
stroop_191_4,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",833,green,green,poldrack-categorize,s490
stroop_191_6,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",649,red,blue,poldrack-categorize,s490
stroop_191_8,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",680,green,green,poldrack-categorize,s490
stroop_191_10,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",518,blue,blue,poldrack-categorize,s490
stroop_191_12,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",438,red,red,poldrack-categorize,s490
stroop_191_14,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",611,red,red,poldrack-categorize,s490
stroop_191_16,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",746,green,blue,poldrack-categorize,s490
stroop_191_18,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",523,blue,green,poldrack-categorize,s490
stroop_191_20,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",601,green,red,poldrack-categorize,s490
stroop_191_22,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",626,red,green,poldrack-categorize,s490
stroop_191_24,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",864,green,blue,poldrack-categorize,s490
stroop_191_26,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",590,blue,red,poldrack-categorize,s490
stroop_191_28,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",599,red,red,poldrack-categorize,s490
stroop_191_30,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",695,blue,red,poldrack-categorize,s490
stroop_191_32,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",617,red,blue,poldrack-categorize,s490
stroop_191_34,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",657,red,red,poldrack-categorize,s490
stroop_191_36,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",771,green,red,poldrack-categorize,s490
stroop_191_38,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",588,green,green,poldrack-categorize,s490
stroop_191_40,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",658,blue,green,poldrack-categorize,s490
stroop_191_42,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",519,blue,blue,poldrack-categorize,s490
stroop_191_44,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",667,red,green,poldrack-categorize,s490
stroop_191_46,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1081,blue,blue,poldrack-categorize,s490
stroop_191_48,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",728,green,green,poldrack-categorize,s490
stroop_191_50,congruent,0.0,66.0,practice,71.0,"[66, 71, 82]",685,blue,blue,poldrack-categorize,s490
stroop_191_53,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",582,red,red,poldrack-categorize,s490
stroop_191_55,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",860,blue,red,poldrack-categorize,s490
stroop_191_57,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",580,green,green,poldrack-categorize,s490
stroop_191_59,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",619,red,red,poldrack-categorize,s490
stroop_191_61,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",788,green,blue,poldrack-categorize,s490
stroop_191_63,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",548,blue,blue,poldrack-categorize,s490
stroop_191_65,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",764,red,green,poldrack-categorize,s490
stroop_191_67,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",639,blue,blue,poldrack-categorize,s490
stroop_191_69,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",827,red,green,poldrack-categorize,s490
stroop_191_71,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",726,red,red,poldrack-categorize,s490
stroop_191_73,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",526,red,red,poldrack-categorize,s490
stroop_191_75,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",632,red,blue,poldrack-categorize,s490
stroop_191_77,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",765,green,blue,poldrack-categorize,s490
stroop_191_79,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",647,blue,blue,poldrack-categorize,s490
stroop_191_81,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",842,green,blue,poldrack-categorize,s490
stroop_191_83,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",632,blue,blue,poldrack-categorize,s490
stroop_191_85,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",787,green,red,poldrack-categorize,s490
stroop_191_87,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",851,blue,green,poldrack-categorize,s490
stroop_191_89,incongruent,0.0,66.0,test,71.0,"[66, 71, 82]",777,blue,green,poldrack-categorize,s490
stroop_191_91,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",828,green,green,poldrack-categorize,s490
stroop_191_93,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",533,red,red,poldrack-categorize,s490
stroop_191_95,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",654,blue,blue,poldrack-categorize,s490
stroop_191_97,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",894,green,red,poldrack-categorize,s490
stroop_191_99,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",651,green,blue,poldrack-categorize,s490
stroop_191_101,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",563,red,red,poldrack-categorize,s490
stroop_191_103,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",749,green,red,poldrack-categorize,s490
stroop_191_105,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",710,green,green,poldrack-categorize,s490
stroop_191_107,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",538,red,red,poldrack-categorize,s490
stroop_191_109,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",855,blue,red,poldrack-categorize,s490
stroop_191_111,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",639,red,green,poldrack-categorize,s490
stroop_191_113,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1079,blue,green,poldrack-categorize,s490
stroop_191_115,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",630,red,green,poldrack-categorize,s490
stroop_191_117,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",617,red,red,poldrack-categorize,s490
stroop_191_119,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",675,blue,blue,poldrack-categorize,s490
stroop_191_121,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",672,red,red,poldrack-categorize,s490
stroop_191_123,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",620,green,green,poldrack-categorize,s490
stroop_191_125,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",796,green,red,poldrack-categorize,s490
stroop_191_127,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",710,blue,red,poldrack-categorize,s490
stroop_191_129,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",980,blue,blue,poldrack-categorize,s490
stroop_191_131,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1337,red,blue,poldrack-categorize,s490
stroop_191_133,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",660,green,green,poldrack-categorize,s490
stroop_191_135,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",592,blue,red,poldrack-categorize,s490
stroop_191_137,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",827,blue,blue,poldrack-categorize,s490
stroop_191_139,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",731,blue,green,poldrack-categorize,s490
stroop_191_141,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",504,green,green,poldrack-categorize,s490
stroop_191_143,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1442,blue,blue,poldrack-categorize,s490
stroop_191_145,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",744,green,green,poldrack-categorize,s490
stroop_191_147,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",499,red,red,poldrack-categorize,s490
stroop_191_149,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",617,red,blue,poldrack-categorize,s490
stroop_191_151,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",983,green,green,poldrack-categorize,s490
stroop_191_153,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",672,red,blue,poldrack-categorize,s490
stroop_191_155,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",492,red,red,poldrack-categorize,s490
stroop_191_157,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1024,blue,blue,poldrack-categorize,s490
stroop_191_159,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",614,red,red,poldrack-categorize,s490
stroop_191_161,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",681,red,green,poldrack-categorize,s490
stroop_191_163,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",826,green,green,poldrack-categorize,s490
stroop_191_165,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1025,green,red,poldrack-categorize,s490
stroop_191_167,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",861,blue,blue,poldrack-categorize,s490
stroop_191_169,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",581,green,green,poldrack-categorize,s490
stroop_191_171,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",585,green,green,poldrack-categorize,s490
stroop_191_173,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",541,blue,blue,poldrack-categorize,s490
stroop_191_175,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",655,green,blue,poldrack-categorize,s490
stroop_191_177,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",755,red,red,poldrack-categorize,s490
stroop_191_179,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",855,blue,green,poldrack-categorize,s490
stroop_191_181,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",562,red,red,poldrack-categorize,s490
stroop_191_183,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",670,blue,green,poldrack-categorize,s490
stroop_191_185,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",689,red,blue,poldrack-categorize,s490
stroop_191_187,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",907,green,green,poldrack-categorize,s490
stroop_191_189,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",693,red,red,poldrack-categorize,s490
stroop_191_191,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",652,green,blue,poldrack-categorize,s490
stroop_191_193,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",672,green,green,poldrack-categorize,s490
stroop_191_195,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",874,blue,green,poldrack-categorize,s490
stroop_191_197,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",859,green,green,poldrack-categorize,s490
stroop_191_199,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",571,green,green,poldrack-categorize,s490
stroop_191_201,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1163,blue,red,poldrack-categorize,s490
stroop_191_203,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",669,red,green,poldrack-categorize,s490
stroop_191_205,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",563,red,red,poldrack-categorize,s490
stroop_191_207,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",490,red,green,poldrack-categorize,s490
stroop_191_209,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",865,green,blue,poldrack-categorize,s490
stroop_191_211,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",640,red,blue,poldrack-categorize,s490
stroop_191_213,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",947,green,blue,poldrack-categorize,s490
stroop_191_215,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",662,red,blue,poldrack-categorize,s490
stroop_191_217,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",800,blue,red,poldrack-categorize,s490
stroop_191_219,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",640,green,green,poldrack-categorize,s490
stroop_191_221,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",883,green,red,poldrack-categorize,s490
stroop_191_223,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",554,red,blue,poldrack-categorize,s490
stroop_191_225,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",743,blue,red,poldrack-categorize,s490
stroop_191_227,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",665,red,green,poldrack-categorize,s490
stroop_191_229,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1001,blue,blue,poldrack-categorize,s490
stroop_191_231,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",822,green,red,poldrack-categorize,s490
stroop_191_233,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",606,blue,blue,poldrack-categorize,s490
stroop_191_235,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",573,blue,green,poldrack-categorize,s490
stroop_191_237,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",622,blue,red,poldrack-categorize,s490
stroop_191_239,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",524,blue,blue,poldrack-categorize,s490
stroop_191_241,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",458,blue,blue,poldrack-categorize,s490
stroop_191_243,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",804,green,red,poldrack-categorize,s490
stroop_192_4,incongruent,0.0,71.0,practice,-1.0,"[66, 71, 82]",-1,green,blue,poldrack-categorize,s491
stroop_192_6,incongruent,0.0,66.0,practice,71.0,"[66, 71, 82]",1450,blue,green,poldrack-categorize,s491
stroop_192_8,congruent,0.0,71.0,practice,-1.0,"[66, 71, 82]",-1,green,green,poldrack-categorize,s491
stroop_192_10,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1398,red,green,poldrack-categorize,s491
stroop_192_12,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1474,red,red,poldrack-categorize,s491
stroop_192_14,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",999,blue,blue,poldrack-categorize,s491
stroop_192_16,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1159,blue,blue,poldrack-categorize,s491
stroop_192_18,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1268,red,red,poldrack-categorize,s491
stroop_192_20,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",1012,green,green,poldrack-categorize,s491
stroop_192_22,incongruent,0.0,82.0,practice,66.0,"[66, 71, 82]",1323,red,blue,poldrack-categorize,s491
stroop_192_24,incongruent,0.0,66.0,practice,71.0,"[66, 71, 82]",1486,blue,green,poldrack-categorize,s491
stroop_192_26,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",1426,green,green,poldrack-categorize,s491
stroop_192_28,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",1223,green,red,poldrack-categorize,s491
stroop_192_30,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1250,red,red,poldrack-categorize,s491
stroop_192_32,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",1204,green,red,poldrack-categorize,s491
stroop_192_34,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1148,blue,red,poldrack-categorize,s491
stroop_192_36,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1026,blue,blue,poldrack-categorize,s491
stroop_192_38,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1180,blue,blue,poldrack-categorize,s491
stroop_192_40,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",1443,green,blue,poldrack-categorize,s491
stroop_192_42,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",1457,green,green,poldrack-categorize,s491
stroop_192_44,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1369,red,blue,poldrack-categorize,s491
stroop_192_46,incongruent,0.0,66.0,practice,-1.0,"[66, 71, 82]",-1,blue,red,poldrack-categorize,s491
stroop_192_48,congruent,0.0,82.0,practice,71.0,"[66, 71, 82]",1181,red,red,poldrack-categorize,s491
stroop_192_50,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1324,red,green,poldrack-categorize,s491
stroop_192_53,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1077,blue,red,poldrack-categorize,s491
stroop_192_55,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1045,green,red,poldrack-categorize,s491
stroop_192_57,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1485,blue,red,poldrack-categorize,s491
stroop_192_59,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",929,blue,red,poldrack-categorize,s491
stroop_192_61,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1032,blue,blue,poldrack-categorize,s491
stroop_192_63,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",936,blue,green,poldrack-categorize,s491
stroop_192_65,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",843,blue,green,poldrack-categorize,s491
stroop_192_67,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",770,blue,blue,poldrack-categorize,s491
stroop_192_69,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",682,blue,blue,poldrack-categorize,s491
stroop_192_71,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",1186,red,red,poldrack-categorize,s491
stroop_192_73,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",943,blue,red,poldrack-categorize,s491
stroop_192_75,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",674,blue,blue,poldrack-categorize,s491
stroop_192_77,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",1440,green,green,poldrack-categorize,s491
stroop_192_79,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",894,green,blue,poldrack-categorize,s491
stroop_192_81,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1086,blue,red,poldrack-categorize,s491
stroop_192_83,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",869,red,red,poldrack-categorize,s491
stroop_192_85,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1223,blue,blue,poldrack-categorize,s491
stroop_192_87,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",965,green,red,poldrack-categorize,s491
stroop_192_89,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",795,blue,blue,poldrack-categorize,s491
stroop_192_91,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",596,green,green,poldrack-categorize,s491
stroop_192_93,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",757,green,green,poldrack-categorize,s491
stroop_192_95,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",693,green,blue,poldrack-categorize,s491
stroop_192_97,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",733,blue,red,poldrack-categorize,s491
stroop_192_99,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",618,blue,blue,poldrack-categorize,s491
stroop_192_101,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",779,red,green,poldrack-categorize,s491
stroop_192_103,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",736,red,blue,poldrack-categorize,s491
stroop_192_105,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",751,red,red,poldrack-categorize,s491
stroop_192_107,congruent,0.0,66.0,test,-1.0,"[66, 71, 82]",-1,blue,blue,poldrack-categorize,s491
stroop_192_109,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1031,red,blue,poldrack-categorize,s491
stroop_192_111,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",1121,green,green,poldrack-categorize,s491
stroop_192_113,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",945,red,green,poldrack-categorize,s491
stroop_192_115,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",684,red,red,poldrack-categorize,s491
stroop_192_117,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",1074,green,green,poldrack-categorize,s491
stroop_192_119,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",588,blue,blue,poldrack-categorize,s491
stroop_192_121,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1076,green,red,poldrack-categorize,s491
stroop_192_123,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1330,blue,blue,poldrack-categorize,s491
stroop_192_125,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",1163,green,green,poldrack-categorize,s491
stroop_192_127,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",900,green,red,poldrack-categorize,s491
stroop_192_129,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",767,green,blue,poldrack-categorize,s491
stroop_192_131,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",629,green,green,poldrack-categorize,s491
stroop_192_133,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",868,blue,green,poldrack-categorize,s491
stroop_192_135,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",648,green,green,poldrack-categorize,s491
stroop_192_137,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1085,red,green,poldrack-categorize,s491
stroop_192_139,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1255,blue,blue,poldrack-categorize,s491
stroop_192_141,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",732,red,red,poldrack-categorize,s491
stroop_192_143,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",613,red,red,poldrack-categorize,s491
stroop_192_145,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",1028,green,green,poldrack-categorize,s491
stroop_192_147,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",715,blue,blue,poldrack-categorize,s491
stroop_192_149,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",806,red,red,poldrack-categorize,s491
stroop_192_151,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1053,blue,green,poldrack-categorize,s491
stroop_192_153,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",715,red,green,poldrack-categorize,s491
stroop_192_155,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",1186,green,green,poldrack-categorize,s491
stroop_192_157,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1292,blue,red,poldrack-categorize,s491
stroop_192_159,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",798,blue,green,poldrack-categorize,s491
stroop_192_161,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",1063,red,red,poldrack-categorize,s491
stroop_192_163,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",841,red,red,poldrack-categorize,s491
stroop_192_165,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",814,red,blue,poldrack-categorize,s491
stroop_192_167,incongruent,0.0,71.0,test,66.0,"[66, 71, 82]",966,green,blue,poldrack-categorize,s491
stroop_192_169,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",811,green,green,poldrack-categorize,s491
stroop_192_171,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",725,red,red,poldrack-categorize,s491
stroop_192_173,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1108,green,blue,poldrack-categorize,s491
stroop_192_175,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",891,red,red,poldrack-categorize,s491
stroop_192_177,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1068,green,blue,poldrack-categorize,s491
stroop_192_179,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",738,red,green,poldrack-categorize,s491
stroop_192_181,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",836,blue,green,poldrack-categorize,s491
stroop_192_183,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",634,green,blue,poldrack-categorize,s491
stroop_192_185,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",650,green,green,poldrack-categorize,s491
stroop_192_187,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",682,red,red,poldrack-categorize,s491
stroop_192_189,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1176,blue,blue,poldrack-categorize,s491
stroop_192_191,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",713,green,red,poldrack-categorize,s491
stroop_192_193,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",999,green,green,poldrack-categorize,s491
stroop_192_195,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",621,green,blue,poldrack-categorize,s491
stroop_192_197,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",738,red,green,poldrack-categorize,s491
stroop_192_199,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",976,green,red,poldrack-categorize,s491
stroop_192_201,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",768,blue,blue,poldrack-categorize,s491
stroop_192_203,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",771,red,red,poldrack-categorize,s491
stroop_192_205,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",871,red,blue,poldrack-categorize,s491
stroop_192_207,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",751,red,blue,poldrack-categorize,s491
stroop_192_209,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",734,red,red,poldrack-categorize,s491
stroop_192_211,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",629,red,blue,poldrack-categorize,s491
stroop_192_213,congruent,0.0,66.0,test,71.0,"[66, 71, 82]",1167,blue,blue,poldrack-categorize,s491
stroop_192_215,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",751,red,blue,poldrack-categorize,s491
stroop_192_217,incongruent,0.0,66.0,test,-1.0,"[66, 71, 82]",-1,blue,green,poldrack-categorize,s491
stroop_192_219,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",723,green,red,poldrack-categorize,s491
stroop_192_221,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",558,red,red,poldrack-categorize,s491
stroop_192_223,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",959,green,green,poldrack-categorize,s491
stroop_192_225,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",664,green,red,poldrack-categorize,s491
stroop_192_227,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",703,red,green,poldrack-categorize,s491
stroop_192_229,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1139,blue,blue,poldrack-categorize,s491
stroop_192_231,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",785,red,blue,poldrack-categorize,s491
stroop_192_233,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1052,blue,red,poldrack-categorize,s491
